"","gene_id","gene_symbol","number_of_mirs_targeting","TF","gene_fxn_pigm","kd_pt_fA6"
"","35612","Tsp42Ec",8,NA,NA,NA
"","34984","Tpr2",10,NA,NA,NA
"","39363","CG6931",5,NA,NA,NA
"","32965","e(y)3",3,NA,NA,NA
"","41489","CG3942",3,NA,NA,NA
"","42400","CG5023",14,NA,NA,NA
"","37569","CG4752",1,NA,NA,NA
"","40646","CG14668",6,NA,NA,NA
"","246603","CG30416",8,NA,NA,NA
"","318975","CG31840",5,NA,NA,NA
"","37754","l(2)not",2,NA,NA,NA
"","32797","Frq1",7,NA,NA,NA
"","318599","CG31125",4,NA,NA,NA
"","41391","CG6791",14,NA,NA,NA
"","318595","CG31111",3,NA,NA,NA
"","40325","Sin",4,NA,NA,NA
"","31181","ph-p",14,NA,NA,NA
"","38688","CG10472",3,NA,NA,NA
"","43597","CecA2",12,NA,NA,NA
"","40694","sec23",2,NA,NA,NA
"","32831","CG6361",1,NA,NA,NA
"","43128","CG17370",11,NA,NA,NA
"","42702","CG7023",4,NA,NA,NA
"","38235","JTBR",6,NA,NA,NA
"","40341","CG10510",6,NA,NA,NA
"","32629","CG9784",2,NA,NA,NA
"","32727","p-cup",5,NA,NA,NA
"","32462","CG9123",5,NA,NA,NA
"","3354861","CG40263",6,NA,NA,NA
"","32461","HDAC6",7,NA,NA,NA
"","39000","Cp19",3,NA,NA,NA
"","40262","CG5872",9,NA,NA,NA
"","43065","CG10560",3,NA,NA,NA
"","36327","CG13168",8,NA,NA,NA
"","40406","CG32444",7,NA,NA,NA
"","32166","Chrac-16",7,NA,NA,NA
"","33985","Pcp",3,NA,NA,NA
"","32584","Pros28.1",7,NA,NA,NA
"","36023","CG18446",9,NA,NA,NA
"","45775","mei-P26",20,NA,NA,NA
"","33251","Gr21a",2,NA,NA,NA
"","31175","CG4061",4,NA,NA,NA
"","246532","CG30289",5,NA,NA,NA
"","35940","ltd",16,NA,NA,NA
"","3355163","Rab21",5,NA,NA,NA
"","117366","Gpi1",6,NA,NA,NA
"","42117","Edg91",5,NA,NA,NA
"","42471","Ir93a",12,NA,NA,NA
"","42389","psidin",13,NA,NA,NA
"","33045","mal",9,NA,NA,NA
"","34129","CG14277",5,NA,NA,NA
"","34139","CG7810",8,NA,NA,NA
"","35329","ik2",15,NA,NA,NA
"","3354976","CG40467",3,NA,NA,NA
"","35337","CG9319",2,NA,NA,NA
"","31503","CG3097",5,NA,NA,NA
"","31010","l(1)1Bi",6,NA,NA,NA
"","35106","CG10211",4,NA,NA,NA
"","3772691","Kaz1-ORFB",25,NA,NA,NA
"","39970","TORC",7,NA,NA,NA
"","43561","CG7912",2,NA,NA,NA
"","34088","CG7227",9,NA,NA,NA
"","32922","CG32536",3,NA,NA,NA
"","36989","ns2",8,NA,NA,NA
"","35838","CG42326",8,NA,NA,NA
"","47764","Amy-p",6,NA,NA,NA
"","32007","sesB",18,NA,NA,NA
"","34678","CG5781",2,NA,NA,NA
"","40849","Mlp84B",9,NA,NA,NA
"","41397","CG14712",20,NA,NA,NA
"","32672","CG4829",13,NA,NA,NA
"","38785","melt",6,NA,NA,NA
"","39125","CG18180",3,NA,NA,NA
"","33739","qtc",13,NA,NA,NA
"","42593","CG6015",2,NA,NA,NA
"","34605","CG16964",14,NA,NA,NA
"","31188","Cyp4d1",2,NA,NA,NA
"","38297","CG13802",11,NA,NA,NA
"","42730","CG17109",3,NA,NA,NA
"","40458","CG11523",6,NA,NA,NA
"","35538","CG14590",4,NA,NA,NA
"","35027","CG12288",6,NA,NA,NA
"","40309","CG11456",8,NA,NA,NA
"","43573","RpL32",6,NA,NA,NA
"","34487","UbcD2",14,NA,NA,NA
"","39096","CG3437",5,NA,NA,NA
"","37709","CG9812",12,NA,NA,NA
"","34312","Srp54",14,NA,NA,NA
"","36851","RpS15",4,NA,NA,NA
"","37435","CG9485",7,NA,NA,NA
"","32738","CG8326",15,NA,NA,NA
"","37945","CG30161",1,NA,NA,NA
"","35694","blow",10,NA,NA,NA
"","42936","ash2",11,NA,NA,NA
"","3772641","Shawn",8,NA,NA,NA
"","35488","CG10465",7,NA,NA,NA
"","33565","msl-2",21,NA,NA,NA
"","39708","Eig71Eg",2,NA,NA,NA
"","41438","mthl5",6,NA,NA,NA
"","38972","CG6776",9,NA,NA,NA
"","43325","CG5590",4,NA,NA,NA
"","43531","CG15514",10,NA,NA,NA
"","31518","mof",8,NA,NA,NA
"","39855","Pros26",5,NA,NA,NA
"","38889","CG8038",5,NA,NA,NA
"","39881","TSG101",11,NA,NA,NA
"","37857","snama",12,NA,NA,NA
"","38064","CG13884",4,NA,NA,NA
"","43101","CG4743",6,NA,NA,NA
"","34675","CG6153",3,NA,NA,NA
"","32968","Sec61gamma",5,NA,NA,NA
"","35310","CG10949",4,NA,NA,NA
"","40890","MstProx",4,NA,NA,NA
"","36270","ERp60",9,NA,NA,NA
"","31964","l(1)G0289",10,NA,NA,NA
"","34433","CHIP",4,NA,NA,NA
"","33357","CG17648",4,NA,NA,NA
"","41935","CG4221",3,NA,NA,NA
"","36719","CG30467",3,NA,NA,NA
"","31939","Yp1",6,NA,NA,NA
"","33742","CG5828",9,NA,NA,NA
"","33866","tectonic",4,NA,NA,NA
"","43572","Sry-delta",6,NA,NA,NA
"","39655","CG6876",13,NA,NA,NA
"","248194","Gclm",9,NA,NA,NA
"","35909","Ance-4",3,NA,NA,NA
"","318553","CG31007",3,NA,NA,NA
"","38208","RpL23A",1,NA,NA,NA
"","32787","dik",8,NA,NA,NA
"","36932","Amy-d",2,NA,NA,NA
"","42497","CG7044",10,NA,NA,NA
"","33756","Cyp4ac3",3,NA,NA,NA
"","3346201","Unc-89",10,NA,NA,NA
"","42360","CG4572",13,NA,NA,NA
"","39824","CG4680",5,NA,NA,NA
"","338395","CG33213",5,NA,NA,NA
"","37867","Dat",7,"y","L","U"
"","41987","CG10317",9,NA,NA,NA
"","31186","bcn92",13,NA,NA,NA
"","33717","CG3792",7,NA,NA,NA
"","41598","CG17327",1,NA,NA,NA
"","40697","CG2182",5,NA,NA,NA
"","33214","RpLP1",5,NA,NA,NA
"","37119","CG30118",14,NA,NA,NA
"","33178","CG3709",8,NA,NA,NA
"","37995","RpL19",5,NA,NA,NA
"","32753","CG8173",8,NA,NA,NA
"","41949","CG10407",2,NA,NA,NA
"","41211","eloF",3,NA,NA,NA
"","34149","RpS13",8,NA,NA,NA
"","59149","CG18765",7,NA,NA,NA
"","37938","CG3608",1,NA,NA,NA
"","34426","SmB",3,NA,NA,NA
"","41566","Arp87C",8,NA,NA,NA
"","47765","c(3)G",16,NA,NA,NA
"","37746","Pal",22,NA,NA,NA
"","32505","CG9240",8,NA,NA,NA
"","37580","RpS16",7,NA,NA,NA
"","33233","CG2794",5,NA,NA,NA
"","30988","CG13373",4,NA,NA,NA
"","37446","Acox57D-d",6,NA,NA,NA
"","34044","TepII",8,NA,NA,NA
"","34059","CG7179",2,NA,NA,NA
"","31533","CG4766",26,NA,NA,NA
"","41704","rdx",32,NA,NA,NA
"","34357","CG4901",2,NA,NA,NA
"","40660","ksr",19,NA,NA,NA
"","40356","CG11309",17,NA,NA,NA
"","36975","CG11419",17,NA,NA,NA
"","39876","CG9706",4,NA,NA,NA
"","41409","CG6834",3,NA,NA,NA
"","33176","CG42399",5,NA,NA,NA
"","38764","CG10063",2,NA,NA,NA
"","32385","CG9400",5,NA,NA,NA
"","43427","Slu7",3,NA,NA,NA
"","43522","CG7829",5,NA,NA,NA
"","40043","Nufip",1,NA,NA,NA
"","31465","CG4151",2,NA,NA,NA
"","50405","CG9034",2,NA,NA,NA
"","38954","CG7120",10,NA,NA,NA
"","34219","CG18088",5,NA,NA,NA
"","43681","CG15556",3,NA,NA,NA
"","43085","CG5111",7,NA,NA,NA
"","40972","RpA-70",8,NA,NA,NA
"","318622","CG31198",4,NA,NA,NA
"","34137","CG7830",6,NA,NA,NA
"","35685","CG2144",3,NA,NA,NA
"","31588","RpL7A",8,NA,NA,NA
"","42641","Rpn7",7,NA,NA,NA
"","38716","CG10274",12,NA,NA,NA
"","37621","CG42284",8,NA,NA,NA
"","34667","ref2",9,NA,NA,NA
"","42310","unc79",1,NA,NA,NA
"","31890","BCL7-like",13,NA,NA,NA
"","34728","CG5867",8,NA,NA,NA
"","38148","CG2277",9,NA,NA,NA
"","38639","lin-28",9,NA,NA,NA
"","246640","CG30480",5,NA,NA,NA
"","36470","CG4714",7,NA,NA,NA
"","35893","CG8232",5,NA,NA,NA
"","32853","Ing3",1,NA,NA,NA
"","31811","l(1)G0020",2,NA,NA,NA
"","326139","CG31441",4,NA,NA,NA
"","42234","CG7695",11,NA,NA,NA
"","41937","blp",6,NA,NA,NA
"","34352","RpL7",6,NA,NA,NA
"","40857","CG2656",12,NA,NA,NA
"","37852","CG3209",7,NA,NA,NA
"","2768669","CG33332",9,NA,NA,NA
"","40539","CG9766",4,NA,NA,NA
"","33656","CG15443",8,NA,NA,NA
"","318934","CG31769",5,NA,NA,NA
"","33868","CG13991",13,NA,NA,NA
"","42446","Pi3K92E",19,NA,NA,NA
"","38129","LysP",6,NA,NA,NA
"","31681","NELF-B",6,NA,NA,NA
"","33703","mRpL24",4,NA,NA,NA
"","3354896","vtd",4,NA,NA,NA
"","33882","Pez",14,NA,NA,NA
"","31738","Smox",13,NA,NA,NA
"","32104","CG11696",5,NA,NA,NA
"","41902","CG4520",5,NA,NA,NA
"","42063","kuk",4,NA,NA,NA
"","33884","CG9497",7,NA,NA,NA
"","42867","CG6178",6,NA,NA,NA
"","326124","CG31200",4,NA,NA,NA
"","32172","Cyp318a1",2,NA,NA,NA
"","41567","CG14391",3,NA,NA,NA
"","41777","CG3505",5,NA,NA,NA
"","38615","CG10635",6,NA,NA,NA
"","39737","CG5931",8,NA,NA,NA
"","39326","Muc68D",7,NA,NA,NA
"","39470","CG10749",3,NA,NA,NA
"","43448","Slbp",6,NA,NA,NA
"","50082","CG3348",9,NA,NA,NA
"","5740468","CG34213",5,NA,NA,NA
"","40603","CG14658",2,NA,NA,NA
"","33710","Trip1",6,NA,NA,NA
"","36385","CG17760",6,NA,NA,NA
"","37070","pAbp",20,NA,NA,NA
"","39780","CG13054",6,NA,NA,NA
"","34264","Gdi",4,NA,NA,NA
"","37901","CG4563",6,NA,NA,NA
"","39486","CG11279",4,NA,NA,NA
"","43104","CG4774",11,NA,NA,NA
"","43411","CG14523",4,NA,NA,NA
"","43724","CycG",14,NA,NA,NA
"","37075","CG10914",14,NA,NA,NA
"","37187","prod",17,NA,NA,NA
"","31009","RpL36",4,NA,NA,NA
"","36344","CG13159",4,NA,NA,NA
"","37305","MED8",7,NA,NA,NA
"","32647","CG9676",4,NA,NA,NA
"","42628","CG13856",3,NA,NA,NA
"","36587","SelD",10,NA,NA,NA
"","43093","jigr1",6,NA,NA,NA
"","31834","HP1b",13,NA,NA,NA
"","41376","CG17230",8,NA,NA,NA
"","40667","mia",8,NA,NA,NA
"","38811","lark",8,NA,NA,NA
"","38603","CG4603",4,NA,NA,NA
"","46066","l(2)05714",7,NA,NA,NA
"","31260","CG2694",14,NA,NA,NA
"","41624","CG8476",2,NA,NA,NA
"","42470","RpS30",2,NA,NA,NA
"","33313","CG5397",6,NA,NA,NA
"","49893","CG17508",5,NA,NA,NA
"","37780","wibg",5,NA,NA,NA
"","38553","CG7465",6,NA,NA,NA
"","32194","CG15731",6,NA,NA,NA
"","34480","Dpy-30L1",1,NA,NA,NA
"","41722","CG14356",6,NA,NA,NA
"","39008","CG13311",3,NA,NA,NA
"","34419","Ip259",4,NA,NA,NA
"","33909","CG9548",8,NA,NA,NA
"","35970","Pdk",11,NA,NA,NA
"","41411","Fer3",9,NA,NA,NA
"","39514","CG10133",6,NA,NA,NA
"","35209","CG17349",2,NA,NA,NA
"","42646","Nrx-1",3,NA,NA,NA
"","37824","CG3105",6,NA,NA,NA
"","45973","fs(1)N",6,NA,NA,NA
"","33589","CG16704",3,NA,NA,NA
"","33961","Nha1",6,NA,NA,NA
"","43562","CG7920",4,NA,NA,NA
"","41835","CG31344",1,NA,NA,NA
"","39580","CG3868",7,NA,NA,NA
"","38019","CG6845",5,NA,NA,NA
"","38751","CG32392",10,NA,NA,NA
"","35344","CG9328",6,NA,NA,NA
"","43342","CG12426",9,NA,NA,NA
"","38743","eIF4E-4",7,NA,NA,NA
"","37874","CG3363",5,NA,NA,NA
"","41120","RpL34b",4,NA,NA,NA
"","45234","Ggamma30A",6,NA,NA,NA
"","40220","CG17233",20,NA,NA,NA
"","39918","CG7724",5,NA,NA,NA
"","34944","CG10839",2,NA,NA,NA
"","39945","CG12229",6,NA,NA,NA
"","39529","Hml",3,NA,NA,NA
"","42397","CG4973",10,NA,NA,NA
"","38330","CG1246",5,NA,NA,NA
"","36988","CG14480",8,NA,NA,NA
"","36364","dgt5",1,NA,NA,NA
"","40978","CG31463",3,NA,NA,NA
"","32704","CG8918",1,NA,NA,NA
"","33711","CG8885",7,NA,NA,NA
"","38401","CG12078",2,NA,NA,NA
"","37531","CG3045",2,NA,NA,NA
"","42892","CG13611",8,NA,NA,NA
"","42991","beta4GalT7",1,NA,NA,NA
"","38798","Cdc27",5,NA,NA,NA
"","32282","CG1622",10,NA,NA,NA
"","31219","CG2854",4,NA,NA,NA
"","32592","CG9914",2,NA,NA,NA
"","36264","Mtor",6,NA,NA,NA
"","32463","CG12608",7,NA,NA,NA
"","36401","CG12442",1,NA,NA,NA
"","38365","CG16753",3,NA,NA,NA
"","41416","CG12594",12,NA,NA,NA
"","34937","TepI",1,NA,NA,NA
"","37815","Alas",2,NA,NA,NA
"","39597","CG4914",8,NA,NA,NA
"","40087","CG10419",18,NA,NA,NA
"","41702","CG9925",4,NA,NA,NA
"","31706","Ykt6",18,NA,NA,NA
"","37273","CG13872",3,NA,NA,NA
"","31542","CG4660",8,NA,NA,NA
"","36222","CG13202",2,NA,NA,NA
"","43390","CG9989",5,NA,NA,NA
"","36873","Acp53C14b",1,NA,NA,NA
"","33451","Prosbeta4R2",11,NA,NA,NA
"","47900","Taf5",6,NA,NA,NA
"","38211","CG12011",5,NA,NA,NA
"","35188","amd",4,NA,NA,NA
"","35946","Cyp4p2",6,NA,NA,NA
"","39197","CG6527",4,NA,NA,NA
"","40486","CG11370",3,NA,NA,NA
"","35082","CG15152",7,NA,NA,NA
"","31683","Pdp",5,NA,NA,NA
"","31853","CG12115",2,NA,NA,NA
"","44496","Uba2",4,NA,NA,NA
"","32821","Tsf1",1,NA,NA,NA
"","43221","CG14247",5,NA,NA,NA
"","42829","CG13599",2,NA,NA,NA
"","36564","O-fut1",10,NA,NA,NA
"","39984","Grd",4,NA,NA,NA
"","32016","sofe",9,NA,NA,NA
"","33564","CG3246",5,NA,NA,NA
"","35426","CG1416",7,NA,NA,NA
"","38198","Bgb",15,NA,NA,NA
"","36829","CG7997",5,NA,NA,NA
"","41615","timeout",2,NA,NA,NA
"","38489","Ack",15,NA,NA,NA
"","42969","CG13641",4,NA,NA,NA
"","33073","Ser6",7,NA,NA,NA
"","37931","CG4692",2,NA,NA,NA
"","50437","CG18662",8,NA,NA,NA
"","41194","CG8478",9,NA,NA,NA
"","41914","CG4576",3,NA,NA,NA
"","34396","SamDC",9,NA,NA,NA
"","46719","dlt",3,NA,NA,NA
"","2768984","CG33286",11,NA,NA,NA
"","38176","CG12090",5,NA,NA,NA
"","34706","CG5204",3,NA,NA,NA
"","43229","His2Av",15,NA,NA,NA
"","31263","fs(1)Ya",2,NA,NA,NA
"","31831","CG7267",12,NA,NA,NA
"","34588","CG14931",5,NA,NA,NA
"","34750","CG9302",8,NA,NA,NA
"","317973","CG32313",3,NA,NA,NA
"","50459","CG6115",5,NA,NA,NA
"","41165","CG8319",2,NA,NA,NA
"","35149","ssp3",9,NA,NA,NA
"","35901","CG8216",12,NA,NA,NA
"","43201","TwdlP",1,NA,NA,NA
"","42905","Golgin84",12,NA,NA,NA
"","38124","CG9119",6,NA,NA,NA
"","41285","tomboy20",6,NA,NA,NA
"","31318","CG10802",3,NA,NA,NA
"","36731","Vha14",8,NA,NA,NA
"","38343","CG12093",3,NA,NA,NA
"","31799","CG12081",5,NA,NA,NA
"","35252","CG13077",3,NA,NA,NA
"","318034","CG32450",5,NA,NA,NA
"","318824","dp",4,NA,NA,NA
"","42456","CG31199",1,NA,NA,NA
"","31930","CG15251",6,NA,NA,NA
"","5740154","CG34222",4,NA,NA,NA
"","36434","CG13324",2,NA,NA,NA
"","318066","CG34120",8,NA,NA,NA
"","31905","CG3003",2,NA,NA,NA
"","38710","Acp65Aa",6,NA,NA,NA
"","326192","CG32075",5,NA,NA,NA
"","41135","CG8147",6,NA,NA,NA
"","47251","Gtp-bp",2,NA,NA,NA
"","41388","CG6790",5,NA,NA,NA
"","318856","dtr",2,NA,NA,NA
"","50055","CG5791",5,NA,NA,NA
"","45401","ox",4,NA,NA,NA
"","32566","eIF5",8,NA,NA,NA
"","246605","CG30423",8,NA,NA,NA
"","39212","simj",12,NA,NA,NA
"","35942","unpg",5,"y","D","L"
"","50271","CG13069",1,NA,NA,NA
"","50236","CG18336",4,NA,NA,NA
"","31991","CG9817",7,NA,NA,NA
"","45880","ImpL3",9,NA,NA,NA
"","33120","lcs",2,NA,NA,NA
"","40668","Pcmt",4,NA,NA,NA
"","34484","CG6729",3,NA,NA,NA
"","42267","Xrp1",9,NA,NA,NA
"","31733","CG15335",11,NA,NA,NA
"","38407","ZnT63C",4,NA,NA,NA
"","36768","CG8399",6,NA,NA,NA
"","35037","beat-IIIc",3,NA,NA,NA
"","40711","CG2091",6,NA,NA,NA
"","50380","CG15579",1,NA,NA,NA
"","31069","CG11382",4,NA,NA,NA
"","31607","Pink1",9,NA,NA,NA
"","318715","CG31406",5,NA,NA,NA
"","43189","CG5432",9,NA,NA,NA
"","31107","Nmdar2",6,NA,NA,NA
"","32402","CG5334",2,NA,NA,NA
"","43723","RpL6",2,NA,NA,NA
"","39533","CG34400",11,NA,NA,NA
"","42761","RpS3",7,NA,NA,NA
"","35096","Acp36DE",5,NA,NA,NA
"","36208","CG7741",5,NA,NA,NA
"","42336","CG17751",4,NA,NA,NA
"","32428","eag",3,NA,NA,NA
"","33849","CG12393",8,NA,NA,NA
"","33334","halo",18,NA,NA,NA
"","5740323","CG34380",11,NA,NA,NA
"","40871","CG10053",3,NA,NA,NA
"","37238","betaTub56D",4,NA,NA,NA
"","117503","RacGAP84C",5,NA,NA,NA
"","37919","CG4622",4,NA,NA,NA
"","37100","IM1",5,NA,NA,NA
"","318908","Apf",3,NA,NA,NA
"","40683","Rga",2,NA,NA,NA
"","44360","Rab-RP4",6,NA,NA,NA
"","38199","alphaCop",3,NA,NA,NA
"","41520","Cyp9f2",4,NA,NA,NA
"","36227","CG13204",4,NA,NA,NA
"","246434","Obp50c",2,NA,NA,NA
"","38082","CG3371",6,NA,NA,NA
"","47611","Gpo-1",8,NA,NA,NA
"","36183","CG9080",3,NA,NA,NA
"","31824","CG10962",5,NA,NA,NA
"","40813","Taf1",8,NA,NA,NA
"","31126","CG14798",9,NA,NA,NA
"","43842","CG11148",10,NA,NA,NA
"","37833","CG11388",2,NA,NA,NA
"","35748","CG8728",3,NA,NA,NA
"","40780","CG17919",3,NA,NA,NA
"","318881","CG31680",2,NA,NA,NA
"","37671","Klp59C",2,NA,NA,NA
"","41042","CG9797",8,NA,NA,NA
"","33132","CG14619",10,NA,NA,NA
"","4379864","CG34110",3,NA,NA,NA
"","44933","Acp98AB",3,NA,NA,NA
"","36996","RhoGAP54D",7,NA,NA,NA
"","32710","CG12998",2,NA,NA,NA
"","43142","CG14546",6,NA,NA,NA
"","32625","CG33092",2,NA,NA,NA
"","246611","CG30432",6,NA,NA,NA
"","40445","CG7140",19,NA,NA,NA
"","43410","CG14528",2,NA,NA,NA
"","39392","Est-6",3,NA,NA,NA
"","38533","CG15014",4,NA,NA,NA
"","39048","Tequila",8,NA,NA,NA
"","41143","CG8165",11,NA,NA,NA
"","31872","Dsor1",1,NA,NA,NA
"","35726","CG12825",3,NA,NA,NA
"","40011","CheA75a",8,NA,NA,NA
"","35162","CG10650",6,NA,NA,NA
"","36039","eve",4,NA,NA,NA
"","33591","CG16713",1,NA,NA,NA
"","37107","GstE2",4,NA,NA,NA
"","117460","TotX",6,NA,NA,NA
"","318977","mRpS23",5,NA,NA,NA
"","50358","CG34329",6,NA,NA,NA
"","40839","djl",1,NA,NA,NA
"","33925","CG11320",1,NA,NA,NA
"","34469","CG7296",5,NA,NA,NA
"","32142","ATP7",5,"n","L","U"
"","42175","MED17",4,NA,NA,NA
"","31079","CG11412",9,NA,NA,NA
"","317902","CG32189",4,NA,NA,NA
"","36233","CG30022",11,NA,NA,NA
"","47769","Dip-C",6,NA,NA,NA
"","34036","Cyp4d21",10,NA,NA,NA
"","42013","CG14891",3,NA,NA,NA
"","326194","CG32081",10,NA,NA,NA
"","38682","Jon65Aiv",6,NA,NA,NA
"","50246","CG2249",16,NA,NA,NA
"","4379861","CG34149",6,NA,NA,NA
"","41635","CG8774",3,NA,NA,NA
"","41894","CG18522",6,NA,NA,NA
"","32076","CG11752",1,NA,NA,NA
"","37894","Mov34",8,NA,NA,NA
"","42935","CG5794",6,NA,NA,NA
"","41905","CG4525",7,NA,NA,NA
"","34637","CG16996",3,NA,NA,NA
"","318878","CG31674",1,NA,NA,NA
"","37101","CG18107",7,NA,NA,NA
"","34205","CG9466",4,NA,NA,NA
"","32176","CG12721",5,NA,NA,NA
"","42353","CG11391",5,NA,NA,NA
"","44007","COQ7",2,NA,NA,NA
"","31777","CG12123",8,NA,NA,NA
"","33908","epsilonCOP",12,NA,NA,NA
"","318888","CG31698",2,NA,NA,NA
"","318887","CG31693",1,NA,NA,NA
"","251610","CG31142",2,NA,NA,NA
"","31190","CG3621",3,NA,NA,NA
"","50198","CG13946",1,NA,NA,NA
"","31470","Vsx1",5,NA,NA,NA
"","41839","tefu",5,NA,NA,NA
"","35527","PNGase",8,NA,NA,NA
"","36249","CG8234",3,NA,NA,NA
"","5740181","CG40530",5,NA,NA,NA
"","246670","Obp57a",2,NA,NA,NA
"","35351","CG31676",10,NA,NA,NA
"","246548","CG30338",2,NA,NA,NA
"","32363","CG11584",3,NA,NA,NA
"","36801","CG15701",9,NA,NA,NA
"","37553","CG11298",4,NA,NA,NA
"","42877","CG6204",2,NA,NA,NA
"","35531","CG14591",14,NA,NA,NA
"","37284","CG11048",4,NA,NA,NA
"","35770","CG12769",7,NA,NA,NA
"","38542","CG15019",8,NA,NA,NA
"","39012","CG13309",4,NA,NA,NA
"","318868","CG31644",5,NA,NA,NA
"","31837","CG6999",2,NA,NA,NA
"","318165","CG32712",2,NA,NA,NA
"","319030","CG31924",3,NA,NA,NA
"","39836","st",1,NA,NA,NA
"","43475","CG2010",13,NA,NA,NA
"","32575","CG8958",1,NA,NA,NA
"","34283","CG15828",2,NA,NA,NA
"","40067","CG6839",4,NA,NA,NA
"","43377","beat-VI",5,NA,NA,NA
"","32157","CG10362",7,NA,NA,NA
"","44724","san",4,NA,NA,NA
"","32090","HP5",7,NA,NA,NA
"","32766","CG6506",2,NA,NA,NA
"","43958","spag",8,NA,NA,NA
"","46091","Nup214",7,NA,NA,NA
"","36653","SMC2",8,NA,NA,NA
"","43480","CG11470",1,NA,NA,NA
"","44498","Surf1",1,NA,NA,NA
"","34907","CG4161",5,NA,NA,NA
"","38933","CG7194",5,NA,NA,NA
"","246624","CG30458",4,NA,NA,NA
"","318005","sphinx1",8,NA,NA,NA
"","39304","CG6084",8,NA,NA,NA
"","43934","gom",7,NA,NA,NA
"","32874","CG42450",8,NA,NA,NA
"","41700","CG9926",7,NA,NA,NA
"","35999","CG1773",6,NA,NA,NA
"","44079","Ag5r2",2,NA,NA,NA
"","38393","CG32277",1,NA,NA,NA
"","37911","CG13581",5,NA,NA,NA
"","34679","CG17036",5,NA,NA,NA
"","32403","CG5347",5,NA,NA,NA
"","33865","CG9226",5,NA,NA,NA
"","5740490","CG34210",10,NA,NA,NA
"","30994","CG3156",4,NA,NA,NA
"","31396","CG3062",5,NA,NA,NA
"","39353","CG7252",2,NA,NA,NA
"","36494","cbc",12,NA,NA,NA
"","42020","CG10340",2,NA,NA,NA
"","3772511","CG33667",3,NA,NA,NA
"","42864","Npc2f",1,NA,NA,NA
"","37594","Cyp6d2",2,NA,NA,NA
"","34420","RpS27A",2,NA,NA,NA
"","50208","CG16836",7,NA,NA,NA
"","36637","AttB",6,NA,NA,NA
"","50191","CG15353",10,NA,NA,NA
"","42857","CG18428",2,NA,NA,NA
"","49165","Cyp303a1",4,NA,NA,NA
"","36513","CG6191",10,NA,NA,NA
"","42390","CG4424",9,NA,NA,NA
"","41191","CG8412",6,NA,NA,NA
"","37692","CG9861",3,NA,NA,NA
"","33480","Cpr23B",8,NA,NA,NA
"","317826","CG32022",5,NA,NA,NA
"","43344","CG5003",6,NA,NA,NA
"","32344","CG10993",5,NA,NA,NA
"","33182","mRpL10",1,NA,NA,NA
"","39490","CG11251",6,NA,NA,NA
"","35543","Cyp6w1",1,NA,NA,NA
"","38990","Cpr66D",5,NA,NA,NA
"","31652","nullo",5,NA,NA,NA
"","3772280","LSm-4",11,NA,NA,NA
"","40656","mRpL44",3,NA,NA,NA
"","53511","Ugt36Bc",6,NA,NA,NA
"","40260","Psn",6,NA,NA,NA
"","31816","Moe",8,NA,NA,NA
"","317954","dro4",1,NA,NA,NA
"","42893","CG6356",16,NA,NA,NA
"","38794","RpL18",6,NA,NA,NA
"","43710","CG11337",9,NA,NA,NA
"","59157","Cpr65Ax2",1,NA,NA,NA
"","31715","CG15330",2,NA,NA,NA
"","37472","CG15676",4,NA,NA,NA
"","33434","Slh",6,NA,NA,NA
"","35008","Cyt-b5-r",3,NA,NA,NA
"","32523","mRpL3",6,NA,NA,NA
"","32588","CG9911",4,NA,NA,NA
"","37433","CG30387",5,NA,NA,NA
"","53428","wds",9,NA,NA,NA
"","34325","CG4658",16,NA,NA,NA
"","33918","CG11015",15,NA,NA,NA
"","31247","CG10260",1,NA,NA,NA
"","39331","CG10907",1,NA,NA,NA
"","39316","CG14135",5,NA,NA,NA
"","36431","Psc",4,NA,NA,NA
"","31608","CG3184",5,NA,NA,NA
"","31818","Rbm13",3,NA,NA,NA
"","31729","CG2258",6,NA,NA,NA
"","35989","CG1827",3,NA,NA,NA
"","35299","mRpS18B",1,NA,NA,NA
"","318605","CG31141",5,NA,NA,NA
"","37644","CG3788",2,NA,NA,NA
"","246540","CG30324",4,NA,NA,NA
"","31341","CG2930",5,NA,NA,NA
"","43284","TfIIA-L",11,NA,NA,NA
"","45374","fwd",7,NA,NA,NA
"","39613","CG9425",6,NA,NA,NA
"","42796","CG31148",4,NA,NA,NA
"","42502","ppan",2,NA,NA,NA
"","40437","CG7442",7,NA,NA,NA
"","32887","CG7349",9,NA,NA,NA
"","34119","Su(var)205",10,NA,NA,NA
"","38719","CG7386",6,NA,NA,NA
"","43120","CG14354",3,NA,NA,NA
"","43613","CG15534",6,NA,NA,NA
"","35671","Inos",5,NA,NA,NA
"","35152","CG10621",6,NA,NA,NA
"","41734","CG14840",4,NA,NA,NA
"","246448","CG30090",6,NA,NA,NA
"","34891","CG15267",7,NA,NA,NA
"","33476","CG15400",6,NA,NA,NA
"","43040","CG11875",3,NA,NA,NA
"","43568","janB",2,NA,NA,NA
"","34848","CG4218",5,NA,NA,NA
"","32662","mRpL22",2,NA,NA,NA
"","42173","Arp5",5,NA,NA,NA
"","32539","Aats-arg",10,NA,NA,NA
"","33701","Sgs1",6,NA,NA,NA
"","32910","Ulp1",3,NA,NA,NA
"","43777","CG31999",6,NA,NA,NA
"","34763","Hsp60D",7,NA,NA,NA
